Reading Profile files in profile.*

FUNCTION SUMMARY (total):
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
100.0      1152082     44556705          32 3.09658E+06 1392397046 .TAU application
 80.4         1229     35843158          32      127663 1120098694 Driver_Main
 77.4       126687     34482735         288 9.12834E+06  119731719 Mesh::Initialize
  0.0         11.1         11.1         672           0         16 Kokkos::parallel_for Kokkos::View::initialization [MeshData::PackVariables::coords_mirror] [device=0]
  0.0         10.5         10.5          34           0        309 Kokkos::parallel_for Kokkos::View::initialization [recvbuf13] [device=0]
  0.0         9.80         9.80          41           0        239 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same10] [device=0]
  0.0         9.11         9.11         672           0         14 Kokkos::parallel_for Kokkos::View::destruction [MeshData::PackVariables::coords_mirror] [device=0]
  0.0         8.81         8.81          30           0        294 Kokkos::parallel_for Kokkos::View::initialization [recvbuf14] [device=0]
  0.0         8.53         8.53          29           0        294 Kokkos::parallel_for Kokkos::View::initialization [recvbuf15] [device=0]
  0.0         8.31         8.31          39           0        213 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same11] [device=0]
  0.0         7.89         7.89          28           0        282 Kokkos::parallel_for Kokkos::View::initialization [recvbuf16] [device=0]
  0.0         7.88         7.88          27           0        292 Kokkos::parallel_for Kokkos::View::initialization [recvbuf17] [device=0]
  0.0         7.72         7.72          37           0        209 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same12] [device=0]
  0.0         7.70         7.70          26           0        296 Kokkos::parallel_for Kokkos::View::initialization [recvbuf18] [device=0]
  0.0         7.64         7.64          25           0        306 Kokkos::parallel_for Kokkos::View::initialization [recvbuf19] [device=0]
  0.0         7.42         7.42          24           0        309 Kokkos::parallel_for Kokkos::View::initialization [recvbuf26] [device=0]
  0.0         7.41         7.41          24           0        309 Kokkos::parallel_for Kokkos::View::initialization [recvbuf27] [device=0]
  0.0         7.31         7.31          24           0        305 Kokkos::parallel_for Kokkos::View::initialization [recvbuf45] [device=0]
  0.0         7.29         7.29          24           0        304 Kokkos::parallel_for Kokkos::View::initialization [recvbuf22] [device=0]
  0.0         7.27         7.27          24           0        303 Kokkos::parallel_for Kokkos::View::initialization [recvbuf29] [device=0]
  0.0         7.26         7.26          24           0        302 Kokkos::parallel_for Kokkos::View::initialization [recvbuf21] [device=0]
  0.0         7.21         7.21          24           0        300 Kokkos::parallel_for Kokkos::View::initialization [recvbuf41] [device=0]
  0.0         7.21         7.21          24           0        300 Kokkos::parallel_for Kokkos::View::initialization [recvbuf40] [device=0]
  0.0         7.19         7.19          24           0        300 Kokkos::parallel_for Kokkos::View::initialization [recvbuf38] [device=0]
  0.0         7.19         7.19          24           0        300 Kokkos::parallel_for Kokkos::View::initialization [recvbuf20] [device=0]
  0.0         7.15         7.15          24           0        298 Kokkos::parallel_for Kokkos::View::initialization [recvbuf43] [device=0]
  0.0         7.07         7.07          24           0        294 Kokkos::parallel_for Kokkos::View::initialization [recvbuf46] [device=0]
  0.0         7.05         7.05          24           0        294 Kokkos::parallel_for Kokkos::View::initialization [recvbuf37] [device=0]
  0.0         7.04         7.04          24           0        293 Kokkos::parallel_for Kokkos::View::initialization [recvbuf23] [device=0]
  0.0         7.00         7.00          24           0        292 Kokkos::parallel_for Kokkos::View::initialization [recvbuf42] [device=0]
  0.0         6.98         6.98          24           0        291 Kokkos::parallel_for Kokkos::View::initialization [recvbuf36] [device=0]
  0.0         6.97         6.97          24           0        291 Kokkos::parallel_for Kokkos::View::initialization [recvbuf30] [device=0]
  0.0         6.96         6.96          24           0        290 Kokkos::parallel_for Kokkos::View::initialization [recvbuf39] [device=0]
  0.0         6.96         6.96          24           0        290 Kokkos::parallel_for Kokkos::View::initialization [recvbuf24] [device=0]
  0.0         6.90         6.90          24           0        288 Kokkos::parallel_for Kokkos::View::initialization [recvbuf33] [device=0]
  0.0         6.90         6.90          24           0        288 Kokkos::parallel_for Kokkos::View::initialization [recvbuf25] [device=0]
  0.0         6.77         6.77          30           0        226 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same13] [device=0]
  0.0         6.75         6.75          24           0        281 Kokkos::parallel_for Kokkos::View::initialization [recvbuf34] [device=0]
  0.0         6.75         6.75          24           0        281 Kokkos::parallel_for Kokkos::View::initialization [recvbuf44] [device=0]
  0.0         6.65         6.65          25           0        266 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same14] [device=0]
  0.0         6.62         6.62          24           0        276 Kokkos::parallel_for Kokkos::View::initialization [recvbuf28] [device=0]
  0.0         6.44         6.44          24           0        268 Kokkos::parallel_for Kokkos::View::initialization [recvbuf32] [device=0]
  0.0         6.38         6.38          24           0        266 Kokkos::parallel_for Kokkos::View::initialization [recvbuf35] [device=0]
  0.0         6.22         6.22          24           0        259 Kokkos::parallel_for Kokkos::View::initialization [recvbuf31] [device=0]
  0.0         6.07         6.07          24           0        253 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same15] [device=0]
  0.0         5.66         5.66          23           0        246 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same16] [device=0]
  0.0         5.52         5.52          19           0        291 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same35] [device=0]
  0.0         5.42         5.42          19           0        285 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same29] [device=0]
  0.0         5.39         5.39          18           0        300 Kokkos::parallel_for Kokkos::View::initialization [recvbuf47] [device=0]
  0.0         5.36         5.36          19           0        282 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same30] [device=0]
  0.0         5.30         5.30          22           0        241 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same17] [device=0]
  0.0         5.28         5.28          19           0        278 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same42] [device=0]
  0.0         5.25         5.25        3000           0          2 MPI_Irecv() 
  0.0         5.16         5.16          19           0        271 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same36] [device=0]
  0.0         5.11         5.11          19           0        269 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same28] [device=0]
  0.0         5.09         5.09          17           0        299 Kokkos::parallel_for Kokkos::View::initialization [recvbuf48] [device=0]
  0.0         5.07         5.07          19           0        267 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same34] [device=0]
  0.0         5.07         5.07          19           0        267 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same31] [device=0]
  0.0         5.06         5.06          21           0        241 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same18] [device=0]
  0.0         5.06         5.06          19           0        266 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same37] [device=0]
  0.0         4.99         4.99          19           0        263 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same38] [device=0]
  0.0         4.90         4.90          19           0        258 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same39] [device=0]
  0.0         4.90         4.90          17           0        288 Kokkos::parallel_for Kokkos::View::initialization [recvbuf49] [device=0]
  0.0         4.88         4.88          18           0        271 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same43] [device=0]
  0.0         4.82         4.82          19           0        254 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same41] [device=0]
  0.0         4.74         4.74          17           0        279 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same45] [device=0]
  0.0         4.72         4.72          19           0        248 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same27] [device=0]
  0.0         4.72         4.72          19           0        248 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same32] [device=0]
  0.0         4.71         4.71          19           0        248 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same23] [device=0]
  0.0         4.70         4.70          19           0        248 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same40] [device=0]
  0.0         4.70         4.70          19           0        247 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same33] [device=0]
  0.0         4.69         4.69          18           0        261 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same21] [device=0]
  0.0         4.68         4.68          19           0        246 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same25] [device=0]
  0.0         4.66         4.66          20           0        233 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same19] [device=0]
  0.0         4.59         4.59          19           0        242 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same24] [device=0]
  0.0         4.55         4.55          17           0        268 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same44] [device=0]
  0.0         4.53         4.53          19           0        239 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same26] [device=0]
  0.0         4.47         4.47          19           0        235 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same22] [device=0]
  0.0         4.42         4.42          16           0        276 Kokkos::parallel_for Kokkos::View::initialization [recvbuf50] [device=0]
  0.0         4.39         4.39         384           0         11 MakeOutputs
  0.0         4.34         4.34          19           0        229 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same20] [device=0]
  0.0         4.08         4.08          14           0        292 Kokkos::parallel_for Kokkos::View::initialization [recvbuf51] [device=0]
  0.0         3.97         3.97          13           0        305 Kokkos::parallel_for Kokkos::View::initialization [recvbuf52] [device=0]
  0.0         3.96         3.96          16           0        248 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same46] [device=0]
  0.0         3.56         3.56          12           0        297 Kokkos::parallel_for Kokkos::View::initialization [recvbuf57] [device=0]
  0.0         3.56         3.56          12           0        297 Kokkos::parallel_for Kokkos::View::initialization [recvbuf53] [device=0]
  0.0         3.52         3.52          12           0        294 Kokkos::parallel_for Kokkos::View::initialization [recvbuf56] [device=0]
  0.0         3.41         3.41          13           0        262 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same49] [device=0]
  0.0         3.38         3.38          12           0        282 Kokkos::parallel_for Kokkos::View::initialization [recvbuf58] [device=0]
